towerdb owner,identification - site key,identification - code,identification - fl,position - site name,identification - other mno fl,position - macro region,position - region,position - municipality,position - address,position - latitude,position - longitude,category - categorization by transmission sys (subcluster),category - categorization by site type,column1,category - categorisation by inhabitants,other - ownership,other - status,column2,column3,column4,column5,column6,column7,column8,column9,column10,lease contract - current annual lease fee,lease contract - lease contract comment,column11,column12,column13,column14,tenants - anchor,tenants - vf - ran sharing,tenants - vf - passive,tenants - wind - ran sharing,tenants - wind - passive,tenants - cosmote - passive,tenants - ran sharing tenants,tenants - passive tenants,tenants - non-mno tenants,tenants - non-mno tenant name,tenants - total tenants,column15,ee - no. of 24hr generators,ee - no. of standby generators,kpi - sites,kpi - tenants,msa - bts/replacement,msa - bts commitment site,column16,infrastructure type - technology,infrastructure type - fibre / microwave,infrastructure type - floor space,infrastructure type - tower height,column17,notified-97 (gr use only),changes (gr use only),msa - billing trigger stop date,other - indoor vs outdoor,skylon - category,msa - standard configuration,msa - construction type,msa - hub sites total mw diameter,bp - consolidated classification,msa - critical site,sensitive - due to,sensitive - description,sensitive - department,notified - department,notified - due to,msa - sensitive,msa - notified,notified - status,notified - details,msa - rectifier,msa - battery,msa - aircon,msa - revenue generating,msa - date of decommissioning,flag indicating bts site,msa - billing trigger date,msa - dg-shelter,msa - critical site in excess of the 15.5% cap,msa - form of active sharing,msa - start date for active sharing arrangement,msa - end date for active sharing arrangement,column18,msa - rfai date,msa - site acceptance date,msa - sub-lease reason,msa - sub-lease applies,msa - date of equipment removal (vf),msa - date of equipment removal (wh)
Wind,894-S89401,894,S89401,Vrachneika,3019066,??????? ???????,??????,???????,???? ????? -  ????????? ?????,38.15345833,21.65329167,Macro,Greenfield,,Rural,Shared_WH_Own,In Service,,,,,,,,,,5487.13256,,,,,,1,1,0,0,0,0,1,0,0,,2,,0,0,1,1,,No,,2G/3G/4G,MW,12.5,30,,,,,Indoor,GBT,Macro_3-Sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Wind,896-S89601,896,S89601,Tyros,1002941,????????????,????????,?????? ?????????,???????????? ????? ????.????????????  ???. ????????,37.23066667,22.86914444,Macro,Greenfield,,Rural,Shared_WH_Own,In Service,,,,,,,,,,3580.68,,,,,,1,1,0,0,0,0,1,0,0,,2,,0,0,1,1,,No,,2G/3G/4G,MW,12.5,30,,,,,Indoor,GBT,Macro_3-Sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Wind,897-S89701,897,S89701,Tripoli City,,????????????,????????,????????,?????????????? 13 ???????,37.51150556,22.37246944,Macro,Rooftop,,Urban,Standalone,In Service,,,,,,,,,,10379.72544,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,1,1,,No,,2G/3G/4G,MW,20.6,3.5,,,,,Indoor,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,No,No,Yes,1,,No,17/11/2020,No,No,,,,,,,,Yes,,
Wind,8983-898301,8983,898301,ATHENS HEART COFFEE SHOP AREA ATHENS,,???????,?????? ????? ??????,???????? - ??????,NOT IN USE,37.97014192,23.70089431,Special,Special,,Heavy Urban,Standalone,In Service,,,,,,,,,,0,No lease - Commercial agreement / customer,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,1,1,,No,,2G,MW,3,0.5,,,,,Indoor,DAS,DAS,DAS,,Special,No,,,,,,No,No,,,No,No,No,1,,No,17/11/2020,No,No,,,,,,,Customer agreement,No,,
Wind,899-S89901,899,S89901,Agrinio City 2,3007359,??????? ???????,????????????????,????????,?.??????? 22 ???????,38.61845833,21.42218611,Macro,Rooftop,,Urban,Shared_WH_Own,In Service,,,,,,,,,,11490.02736,,,,,,1,1,0,0,0,0,1,0,0,,2,,0,0,1,1,,No,,2G/3G/4G,MW,7.54,4.5,,,,,Outdoor,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,No,No,No,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Wind,90001-A00101,90001,A00101,KERATSINI CHALKIDONA,,???????,????????,??????????? - ???????????,??????????? 23,37.96481944,23.63085,Macro,Rooftop,,Heavy Urban,Standalone,Planned,,,,,,,,,,13675.2,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,0,0,,No,,2G/3G/4G,Planned,,,,,,,,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,No,No,No,0,,Yes,9/9/9999,No,No,,,,,,,,Yes,,
Wind,90009-A00901,90009,A00901,ANO LIOSIA LIMNI,,???????,??????? ???????,?????,????????? ?????? 1 (????? ??????). ????? ??? ??????,38.08453889,23.71613333,Macro,Rooftop,,Heavy Urban,Standalone,In Service,,,,,,,,,,15021.95856,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,1,1,,No,,2G/3G/4G,MW,7.65,7,,,,,Outdoor,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,No,No,Yes,1,,No,17/11/2020,No,No,,,,,,,,Yes,,
Wind,90015-A01501,90015,A01501,AGIOS ANTIPAS SIFNOU,3020829,?????? ???????,?????,??????,??????,36.97706667,24.72128051,Macro,Rooftop,,Urban,Shared_WH_Own,In Service,,,,,,,,,,12432,,,,,,1,1,0,0,0,0,1,0,0,,2,,0,0,1,1,,No,,2G/3G/4G,MW,5.5,1.3,,,,,Outdoor,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,No,No,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Wind,90016-D01601,90016,D01601,PLATEIA ELEFTHERIAS LAMIA,,??????? ???????,?????????,???????,??????? ?????????? 5 & ?????????,,,Macro,Rooftop,,Urban,Standalone,Planned,,,,,,,,,,12432,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,0,0,,No,,2G/3G/4G,?W,,,,,,,,RTT,,,,RTT,No,,,,,,No,No,,,No,No,No,0,,Yes,9/9/9999,No,No,,,,,,,,Yes,,
Wind,9002-900202,9002,900202,IRAKLIO ERITHREAS (W),3016281,??????,?????????,?????????,????????? 20 ????????,35.32092222,25.14111389,Macro,Rooftop,,Urban,Shared_WH_Own,In Service,,,,,,,,,,15653.76,,,,,,1,1,0,0,0,0,1,0,0,,2,,0,0,1,1,,No,,2G/3G/4G,MW,8,6,,,,,Outdoor,RTT,Macro_4-Sector,Rooftop,,RTT,No,,,,,,No,No,,,No,No,No,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Wind,90038-A03803,90038,A03803,GRIGORIOU AFXENTIOU,,???????,????????? ????? ??????,????????,????????? ????????? 75. ????????,37.97467846,23.76646799,Micro,Micro,,Heavy Urban,Standalone,In Service,,,,,,,,,,5012.5824,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,1,1,,No,,2G/3G,FO,2.5,0.5,,,,,Outdoor,RTT,Smaller Macro Site,Rooftop,,Smaller Macro Site,No,,,,,,No,No,,,No,No,No,1,,No,17/11/2020,No,No,,,,,,,Micro site,No,,
Wind,90041-a04101,90041,a04101,IOANNINA KALLARI Micro,,???????,?????????,?????????,?????????? ???????,39.66916667,20.85638889,Micro,Micro,,Urban,Standalone,In Service,,,,,,,,,,5146.72368,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,1,1,,No,,2G/3G/4G,MW,3,0.5,,,,,Outdoor,RTT,Smaller Macro Site,Rooftop,,Smaller Macro Site,No,,,,,,No,No,,,No,No,No,1,,No,17/11/2020,No,No,,,,,,,Micro site,No,,
Wind,90042-A04207,90042,A04207,KORINTHOS BEACH MICRO,,????????????,?????????,?????????,??????? ?????????? ??? ?. ??????????,37.93945073,22.92011416,Micro,Micro,,Urban,Standalone,Planned,,,,,,,,,,4139.856,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,0,0,,No,,2G/3G,MW,,,,,,,,RTT,Smaller Macro Site,Rooftop,,Smaller Macro Site,No,,,,,,No,No,,,No,No,No,0,,Yes,9/9/9999,No,No,,,,,,,Micro site,No,,
Wind,90045-A04501,90045,A04501,NIKAIA OSIA XENI MICRO,,???????,????????,??????? - ????? ?????? ?????,???????? 127 & 5 ????????. ?????,37.96279948,23.64215328,Micro,Micro,,Heavy Urban,Standalone,Planned,,,,,,,,,,0,No lease - Planned site without lease,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,0,0,,No,,2G/3G,SHDSL,5,1,,,,,Outdoor,RTT,Smaller Macro Site,Rooftop,,Smaller Macro Site,No,,,,,,No,No,,,No,No,No,0,,Yes,9/9/9999,No,No,,,,,,,Micro site,No,,
Wind,9004-900402,9004,900402,KALITHEA RETHIMNOU,3018675,??????,????????,????????,?????????? & 28?? ????????? ???????,35.36601949,24.49167914,Macro,Rooftop,,Urban,Shared_WH_Own,In Service,,,,,,,,,,19699.24992,,,,,,1,1,0,0,0,0,1,0,0,,2,,0,0,1,1,,No,,2G/3G/4G,MW,6,4.2,,,,,Outdoor,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,No,No,No,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Wind,90050-A05003,90050,A05003,METAMORFOSI PARNITHOS,,???????,??????? ????? ??????,?????????????,???????? 55 & ???? ???????,38.06426111,23.7528,Macro,Rooftop,,Heavy Urban,Standalone,Planned,,,,,,,,,,18405.32736,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,0,0,,No,,2G/3G/4G,Planned,,,,,,,,RTT,Macro_4-Sector,Rooftop,,RTT,No,,,,,,No,No,,,No,No,No,0,,Yes,9/9/9999,No,No,,,,,,,,Yes,,
Wind,90051-A05101,90051,A05101,MAVRELI TRIKALON (V),3010522,?????????,????????,??????????,99999 ???? �????? ??????????� ??? ????. ?????????? ????? ???????? ????????,39.83594444,21.87583889,Macro,Greenfield,,Rural,Shared_WH_Own,In Service,,,,,,,,,,4873.32,,,,,,1,1,0,0,0,0,1,0,0,,2,,0,0,1,1,,No,,2G/3G/4G,MW,12,30,,,,,Indoor,GBT,Macro_4-Sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Wind,90056-A05601,90056,A05601,AGIOFYLLON (V),1002870,?????????,????????,??????????,99999 ????? -??. ?????????? ??? ????. ???,39.79092067,21.56351636,Only MW Tower (ex VF),Greenfield,,Rural,Shared_WH_Own,In Service,,,,,,,,,,3263.76,Site transferred to WH Transmission Asymmetry,,,,,1,1,0,0,0,0,1,0,0,,2,,0,0,1,1,,No,,2G/3G/4G,MW,22.5,36,,,,,Indoor,GBT,Transmission Hub Site_3-Sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Wind,9005-900501,9005,900501,KATO GOUVES,3018396,??????,?????????,??????????,??????? ??????????? ????????,35.331475,25.30278611,Macro,Rooftop,,Urban,Shared_WH_Own,In Service,,,,,,,,,,14689.89984,,,,,,1,1,0,0,0,0,1,0,0,,2,,0,0,1,1,,No,,2G/3G/4G,MW,8.4,2.5,,,,,Outdoor,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,No,No,No,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Wind,90065-A06502,90065,A06502,RAFINA PERIVOLAKIA,3026982,???????,?????????? ???????,???????-?????????,??????? 16 & ??????????,,,Macro,Rooftop,,Urban,Shared_WH_Own,Planned,,,,,,,,,,18648,,,,,,1,1,0,0,0,0,1,0,0,,2,,0,0,0,0,,No,,2G/3G/4G,?W,,,,,,,,RTT,,,,RTT,No,,,,,,No,No,,,No,No,No,0,,Yes,9/9/9999,No,No,MORAN,17/11/2020,,,,,,Yes,,
Wind,90066-A06601,90066,A06601,KASTANI RAHI (V),1000662,????????? ??????????,???????,????????????,"""????????"". ???. ????. ??????? ???????",40.52787778,22.48226389,Only MW Tower (ex VF),Greenfield,,Rural,Shared_WH_Own,In Service,,,,,,,,,,14728.08,Site transferred to WH Transmission Asymmetry,,,,,1,1,0,0,0,0,1,0,0,,2,,0,1,1,1,,No,,2G/3G/4G,FO,22.5,42,,,,,Indoor,GBT,Transmission Hub Site_3-Sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Wind,90069-A06901,90069,A06901,SANTORINI PORT MICRO,,?????? ???????,?????,?????,???????,36.38622171,25.43046307,Micro,Micro,,Urban,Standalone,In Service,,,,,,,,,,5105.44944,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,1,1,,No,,2G/3G/4G,MW,1.84,2.5,,,,,Outdoor,RTT,Smaller Macro Site,Rooftop,,Smaller Macro Site,No,,,,,,No,No,,,No,No,No,1,,No,17/11/2020,No,No,,,,,,,Micro site,No,,
Wind,90073-a07301,90073,a07301,IOANNINA HOSPITAL,,?????????,?????????,,?????????? � ????????????,,,Macro,Rooftop,,Urban,Standalone,Planned,,,,,,,,,,7252.08288,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,0,0,,No,,2G/3G/4G,MW,,,,,,,,RTT,,,,RTT,No,,,,,,No,No,,,No,No,No,0,,Yes,9/9/9999,No,No,,,,,,,,Yes,,
Wind,9007-900702,9007,900702,IRAKLIO CRETE 3,3018646,??????,?????????,?????????,??????? ????????? 127 ????????,35.32814444,25.144725,Macro,Rooftop,,Urban,Shared_WH_Own,In Service,,,,,,,,,,28037.64096,,,,,,1,1,0,0,0,0,1,0,0,,2,,0,0,1,1,,No,,2G/3G/4G,MW,6,6.5,,,,,Outdoor,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,No,No,No,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Wind,90079-A07902,90079,A07902,TINOS PORT,3024326,?????? ???????,?????,?????,??????? ??????- ??????????? ?????????? ??????????,37.53861111,25.16277778,Macro,Rooftop,,Urban,Collocation_WH_Own,Planned,,,,,,,,,,14495.76,,,,,,1,0,1,0,0,0,0,1,0,,2,,0,0,0,0,,No,,2G/3G/4G,MW,,,,,,,,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,No,No,No,0,,Yes,9/9/9999,No,No,,,,,,,,Yes,,
Wind,90081-A08101,90081,A08101,TINOS PANAGIA MICRO,,?????? ???????,?????,?????,??????? ??? ??????????? ?????????? ?????,37.54149717,25.16319407,Micro,Micro,,Urban,Standalone,In Service,,,,,,,,,,8563.1616,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,1,1,,No,,2G/3G/4G,MW,4,2.8,,,,,Outdoor,RTT,Smaller Macro Site,Rooftop,,Smaller Macro Site,No,,,,,,No,No,,,No,No,No,1,,No,17/11/2020,No,No,,,,,,,Micro site,No,,
Wind,90083-A08301,90083,A08301,ACHARNES AMYGDALEZA,,???????,?????????? ???????,???????,????? ?????????? 100 & ??????? 1,38.11426111,23.73113333,Macro,Rooftop,,Heavy Urban,Standalone,Planned,,,,,,,,,,14620.032,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,0,0,,No,,2G/3G/4G,Planned,,,,,,,,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,No,No,No,0,,Yes,9/9/9999,No,No,,,,,,,,Yes,,
Wind,90086-A08601,90086,A08601,AI STRATIS LIMNOU,,??????? ???????,??????,????? ??????????,???? ??? ?? ???????,39.53638889,24.98861111,Macro,Greenfield,,Urban,Standalone,In Service,,,,,,,,,,5565.93072,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,1,1,,No,,2G/3G/4G,MW,25,5.2,,,,,Outdoor,GBT,Macro_3-Sector,Greenfield,,GBT,No,,,,,,No,No,,,No,No,No,1,,No,17/11/2020,No,No,,,,,,,,Yes,,
Wind,9008-900801,9008,900801,IRAKLIO KNOSSOU,,??????,?????????,?????????,???? ?????? 22 & ????? ????????,35.31453056,25.15139167,Macro,Rooftop,,Urban,Standalone,In Service,,,,,,,,,,13116.87888,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,1,1,,No,,2G/3G/4G,MW,15.5,2.3,,,,,Outdoor,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,No,No,No,1,,No,17/11/2020,No,No,,,,,,,,Yes,,
Wind,90096-A09601,90096,A09601,AISYMI EVROU 2,3009168,?????????? ?????????? ??? ??????,?????,???????????????,"????? ""?????"". ??????? ""?????????"" (??? 2o ???. ????. ???? ??????-???????). ?. ?. ???????",40.94476667,25.89405,Macro,Greenfield,,Rural,Shared_WH_Own,In Service,,,,,,,,,,0,No lease - Forest,,,,,1,1,0,0,0,0,1,0,0,,2,,0,0,1,1,,No,,2G/3G/4G,MW,12,18,,,,,Indoor,GBT,Macro_3-Sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,Forestal,No,,
Wind,900-S90001,900,S90001,Pangeon,1000665,????????? ??????????,??????,?????????,????????,40.93369703,24.06908964,Macro,Greenfield,,Rural,Shared_WH_Own,In Service,,,,,,,,,,0,No lease - Forest,,,,,1,1,0,0,0,0,1,0,0,,2,,0,0,1,1,,No,,2G/3G/4G,MW,12.5,42,,,,,Indoor,GBT,Macro_3-Sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,Forestal,No,,
Wind,90117-A11701,90117,A11701,NEA MESSAGALA,,???????? ?????????,??????,,"?????????, ???????",39� 57' 03.00'' ?,22� 42' 33.00'' ?,Macro,Rooftop,,,Standalone,Planned,,,,,,,,,,0,No lease - Planned site without lease,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,0,0,BTS,No,,,,,,,,,,,RTT,,Rooftop,,RTT,No,,,,,,No,No,,,No,No,No,0,,Yes,9/9/9999,No,No,,,,,,,Not in service,No,,
Wind,9011-901105,9011,901105,IRAKLIO NORTH WEST,,??????,?????????,?????????,???? ??? ??????,35.3387,25.12000278,Macro,Rooftop,,Urban,Standalone,In Service,,,,,,,,,,12208.224,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,1,1,,No,,2G/3G/4G,FO,11.7,6,,,,,Outdoor,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,No,No,No,1,,No,17/11/2020,No,No,,,,,,,,Yes,,
Wind,90119-A11901,90119,A11901,FYLLON,1002123,?????????,???????,???????,99999 ????????. ???? ``??????``,39.444275,22.286675,Only MW Tower (ex VF),Greenfield,,Rural,Shared_WH_Own,In Service,,,,,,,,,,4351.2,Site transferred to WH Transmission Asymmetry,,,,,1,1,0,0,0,0,1,0,0,,2,,0,1,1,1,,No,,2G/3G/4G,MW,22.5,42,,,,,Indoor,GBT,Transmission Hub Site_3-Sector,Greenfield,>09,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Wind,9012-901203,9012,901203,MASTABAS 4,3026376,??????,?????????,?????????,??????????? 62 & ???. ??????????. ????????? ????????,35.3237,25.12916944,Macro,Rooftop,,Urban,Shared_WH_Own,In Service,,,,,,,,,,12094.84416,,,,,,1,1,0,0,0,0,1,0,0,,2,,0,0,1,1,,No,,2G/3G/4G,MW,9,6.4,,,,,Outdoor,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,No,No,No,1,,No,17/11/2020,No,No,MORAN,5/2/2021,,,,,,Yes,,
Wind,90138-A13801,90138,A13801,VENIZELOU SQR - KORYDALLOS 2,,???????,????????,??????????,?????????? 17. ??????????,37.97676389,23.64612778,Macro,Rooftop,,Heavy Urban,Standalone,Planned,,,,,,,,,,15540.12432,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,0,0,,No,,2G/3G/4G,Planned,,,,,,,,RTT,Macro_4-Sector,Rooftop,,RTT,No,,,,,,No,No,,,No,No,No,0,,Yes,9/9/9999,No,No,,,,,,,,Yes,,
Wind,90159-A15901,90159,A15901,ORNOS MIKONOS (W) CodV,3023101,?????? ???????,???????,???????,????? ???????,37.42889443,25.31716943,Macro,Rooftop,,Rural,Shared_WH_Own,Planned,,,,,,,,,,22377.6,,,,,,1,1,0,0,0,0,1,0,0,,2,,0,0,0,0,,No,,2G/3G/4G,Planned,,,,,,,,RTT,Macro_3-Sector,Rooftop,,RTT,No,,,,,,No,No,,,No,No,No,0,,Yes,9/9/9999,No,No,MORAN,17/11/2020,,,,,,Yes,,
Wind,90187-A18701,90187,A18701,ANTINITSA,3012185,??????? ???????,?????????,???????,"????? ""????????"". ?.? ??????????. ?. ???????",38.9979752,22.35915192,Macro,Greenfield,,Rural,Shared_WH_Own,In Service,,,,,,,,,,0,"No lease - Forest, Site transferred to WH Transmission Asymmetry",,,,,1,1,0,0,0,0,1,0,0,,2,,0,1,1,1,,No,,2G/3G/4G,MW,22.5,48,,,,,Indoor,GBT,Macro_3-Sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,Forestal,No,,
Wind,90190-A19001,90190,A19001,IGOUMENITSA ETHNIKIS ANTISTASEOS,,???????,??????????,????????????,??????? ?????????? 80,39.50579876,20.26283454,Micro,Micro,,Urban,Standalone,In Service,,,,,,,,,,7526.3328,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,1,1,,No,,2G/3G/4G,MW,4.65,0.9,,,,,Outdoor,RTT,Smaller Macro Site,Rooftop,,Smaller Macro Site,No,,,,,,No,No,,,No,No,No,1,,No,17/11/2020,No,No,,,,,,,Micro site,No,,
Wind,90191-A19101,90191,A19101,IGOUMENITSA LAMBRAKI,,???????,??????????,????????????,??.???????? 27 & 23?? ???????????,39.50290707,20.26394933,Micro,Micro,,Urban,Standalone,In Service,,,,,,,,,,4386.13392,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,1,1,,No,,2G/3G/4G,MW,3,1,,,,,Outdoor,RTT,Smaller Macro Site,Rooftop,,Smaller Macro Site,No,,,,,,No,No,,,No,No,No,1,,No,17/11/2020,No,No,,,,,,,Micro site,No,,
Wind,90192-A19201,90192,A19201,ALEPOSPITA,3008766,??????? ???????,?????????,???????,"???? ""?????"". ??? ?????",38.81677778,22.392775,Macro,Greenfield,,Rural,Shared_WH_Own,In Service,,,,,,,,,,5182.08,,,,,,1,1,0,0,0,0,1,0,0,,2,,0,0,1,1,,No,,2G/3G/4G,MW,12,30,,,,,Indoor,GBT,Macro_4-Sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Wind,90193-A19301,90193,A19301,IGOUMENITSA PARKING,,???????,??????????,????????????,??????? ?????????? 21A & ??. ????????? 1,39.50169598,20.26353453,Micro,Micro,,Urban,Standalone,In Service,,,,,,,,,,3600,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,1,1,,No,,2G/3G/4G,MW,3.3,0.5,,,,,Outdoor,RTT,Smaller Macro Site,Rooftop,,Smaller Macro Site,No,,,,,,No,No,,,No,No,No,1,,No,17/11/2020,No,No,,,,,,,Micro site,No,,
Wind,90198-A19801,90198,A19801,PINDOU MOSCHATO (W) CodV,3026304,???????,?????? ????? ??????,???????? - ??????,???????????? 9,,,Macro,Rooftop,,Heavy Urban,Collocation_WH_Own,Planned,,,,,,,,,,19891.2,,,,,,1,0,1,0,0,0,0,1,0,,2,,0,0,0,0,,No,,2G/3G/4G,MW,,,,,,,,RTT,,,,RTT,No,,,,,,No,No,,,No,No,No,0,,Yes,9/9/9999,No,No,,,,,,,,Yes,,
Wind,901-S90101,901,S90101,Alonakia,3023388,??????? ??????????,???????,???????,???????? ??????,40.31311505,21.68237172,Macro,Greenfield,,Rural,Shared_WH_Own,In Service,,,,,,,,,,2601.97616,,,,,,1,1,0,0,0,0,1,0,0,,2,,0,0,1,1,,No,,2G/3G/4G,MW,42.5,48,,,,,Indoor,GBT,Macro_3-Sector,Greenfield,,GBT,Yes,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,,Yes,,
Wind,90205-A20503,90205,A20503,RODOS NORTH,,,,,????????????? 15  (????? ???????). ?????,,,Macro,Rooftop,,Urban,Standalone,Planned,,,,,,,,,,14508.144,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,0,0,BTS,No,,2G/3G/4G,,,,,,,,,RTT,,Rooftop,,RTT,No,,,,,,No,No,,,No,No,No,0,,Yes,9/9/9999,No,No,,,,,,,,Yes,,
Wind,90208-A20801,90208,A20801,WEST TRIKORFO NAFPAKTIAS,,??????? ???????,????????????????,????????,???? ???? ?????????. ?. ?. ??????????,38.43638889,21.62861111,Macro,Greenfield,,Rural,Standalone,In Service,,,,,,,,,,3658.61328,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,1,1,,No,,2G/3G/4G,MW,25,10,,,,,Outdoor,GBT,Macro_3-Sector,Greenfield,,GBT,No,,,,,,No,No,,,No,No,No,1,,No,17/11/2020,No,No,,,,,,,,Yes,,
Wind,9022-902201,9022,902201,MASTABAS 5,,??????,?????????,?????????,?. ????????? 44. ???????? ??????,35.33149209,25.12838331,Macro,Rooftop,,Urban,Standalone,Planned,,,,,,,,,,15540,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,0,0,,No,,2G/3G/4G,Planned,,,,,,,,RTT,Macro_4-Sector,Rooftop,,RTT,No,,,,,,No,No,,,No,No,No,0,,Yes,9/9/9999,No,No,,,,,,,,Yes,,
Wind,90236-A23601,90236,A23601,EIRINIS SQR. KORIDALLOS MICRO,,???????,????????,??????????,??. ?????????? ??????? 10?. ??????????,37.97555556,23.65611111,Micro,Micro,,Heavy Urban,Standalone,Dismantled / Active Lease,,,,,,,,,,4351.2,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,1,1,,No,,2G/3G/4G,FO,0.94,0.5,,,,,Outdoor,RTT,Smaller Macro Site,Rooftop,,Smaller Macro Site,No,,,,,,No,No,,,No,No,No,1,1/4/2021,No,17/11/2020,No,No,,,,,,,Micro site,No,,
Wind,90237-A23701,90237,A23701,MIKRO DEREION (V),1002837,?????????? ?????????? ??? ??????,?????,????????,????? ??????.  ???. ????. ???????,41.3006792,26.11026363,Only MW Tower (ex VF),Greenfield,,Rural,Shared_WH_Own,In Service,,,,,,,,,,0,"No lease - Forest, Site transferred to WH Transmission Asymmetry",,,,,1,1,0,0,0,0,1,0,0,,2,,0,0,1,1,,No,,2G/3G/4G,MW,22.5,42,,,,,Indoor,GBT,Transmission Hub Site_3-Sector,Greenfield,,GBT,No,,,,,,No,No,,,Yes,Yes,Yes,1,,No,17/11/2020,No,No,MORAN,17/11/2020,,,,,Forestal,No,,
Wind,90244-a24401,90244,a24401,POTAMOS EPANOMI THESS,,????????? ??????????,????????????,?????????,??????? ????????,40.38196662,22.92224656,Micro,Micro,,Urban,Standalone,In Service,,,,,,,,,,5221.44,,,,,,1,0,0,0,0,0,0,0,0,,1,,0,0,1,1,,No,,2G/3G/4G,MW,2.5,0.5,,,,,Outdoor,RTT,Smaller Macro Site,Rooftop,,Smaller Macro Site,No,,,,,,No,No,,,No,No,No,1,,No,17/11/2020,No,No,,,,,,,Micro site,No,,
